species,lon,lat
1,127.0157,36.71008
1,127.070741,36.214022
1,120.184883,30.268372
1,80.159786,29.902508
1,136.312884,34.453222
1,-84.825172,33.63617
1,137.19255,36.660288
1,-84.846138,34.250405
1,137.688233,34.714067
1,121.340063,24.577558
1,-81.860367,34.874176
1,126.276428,34.48725
1,-84.009945,34.057906
1,-83.136261,34.581192
1,139.660649,36.000653
1,138.939086,35.119423
1,127.072032,37.947012
1,-83.247497,33.454456
1,103.561813,30.824305
1,116.888096,25.284682
1,139.547273,35.42395
1,119.009811,30.201492
1,121.348809,37.511311
1,-85.359365,35.231095
1,126.491687,33.467387
1,133.213915,35.421649
1,-86.077469,36.272819
1,119.918427,28.449757
1,127.202249,36.821305
1,96.82965,20.016772
1,-84.33055,34.236397
1,-84.550122,34.089441
1,-85.006275,34.774492
1,114.252815,31.217223
1,131.141742,31.814143
1,99.208357,25.113554
1,134.123369,33.3064
1,133.974906,33.467281
1,133.409525,33.512423
1,76.57358,32.108063
1,-83.373846,33.776263
1,-84.333962,34.011962
1,139.85057,36.617233
1,-82.747733,33.745963
1,120.703537,22.766283
1,120.686242,36.359067
1,116.554253,40.427089
1,136.376175,36.245238
1,103.161349,21.453733
1,141.357912,40.691758
1,127.615299,36.156571
1,-83.727131,34.720705
1,127.929074,26.642348
1,140.635869,35.971387
1,118.732132,28.691218
1,103.848694,22.334296
1,135.907806,34.961361
1,88.303127,26.879839
1,133.782178,33.885609
1,138.838351,34.956956
1,121.668657,31.241417
1,-80.916713,35.369261
1,121.574464,24.021108
1,130.73798,32.012155
1,121.079052,22.917265
1,121.041996,23.173115
1,133.15999,33.891973
1,133.750609,34.219985
1,85.161182,27.717292
1,94.506039,25.871785
1,128.268661,26.708669
1,126.740945,37.917828
1,120.838853,23.855541
1,119.414,30.418
1,139.589308,35.716217
1,136.784408,35.446622
1,118.620195,32.092097
1,114.472417,38.02328
1,138.524146,37.360974
1,132.781372,33.837097
1,140.031757,35.696439
1,117.089485,39.139233
1,114.40581,25.815783
1,128.001871,35.708859
1,139.772186,37.20256
1,-82.945618,34.343731
1,119.578,30.049
1,127.111617,37.173744
1,-83.484405,34.457888
1,115.767456,40.45559
1,-83.68964,34.359558
1,-82.60282,34.097623
1,108.812592,34.202325
1,137.870809,36.151012
1,-84.116341,33.853767
1,139.697623,35.225169
1,-80.259637,35.777992
1,140.199525,39.62593
1,-83.925819,33.669384
1,116.911177,40.215899
1,140.690753,38.729646
1,128.979796,36.551631
1,129.409809,35.805692
1,138.23807,36.410961
1,141.147904,39.724489
1,140.483648,40.254537
1,-83.088134,35.272233
1,-84.111076,34.258953
1,127.022434,36.946986
1,126.73882,37.72381
1,121.417619,24.825111
1,-84.750488,33.981973
1,127.152635,35.814693
1,139.383392,35.620221
1,135.471714,34.846316
1,136.114777,35.7327
1,79.618983,29.506976
1,79.500584,29.324654
1,-95.948166,36.731503
1,140.856048,38.260887
1,130.735203,32.789908
1,120.650847,23.417579
1,137.195294,34.95315
1,134.303897,34.110975
1,116.400456,40.090651
1,-83.367469,33.956194
1,121.015193,24.191911
1,119.015198,29.755301
1,128.479722,37.259167
1,114.291211,31.97023
1,127.428404,36.642507
1,126.907108,37.420482
1,-83.787807,33.890127
1,-83.860572,34.241638
1,127.255649,37.329721
1,118.475538,25.834162
1,-83.355012,34.190078
1,139.793491,36.289138
1,138.220767,36.817548
1,120.525992,36.713104
1,76.333591,32.251762
1,128.446977,36.654253
1,128.702551,34.895516
1,128.380585,35.607804
1,137.961721,35.941815
1,104.191782,30.632322
1,121.686868,29.745771
1,128.115668,38.001982
1,75.971633,32.184909
1,128.685363,35.243522
1,98.515725,25.307922
1,120.257676,31.561113
1,120.75637,24.255019
1,136.595631,36.535552
1,140.900723,37.047734
1,117.966664,27.667369
1,134.874664,35.460983
1,128.494603,38.17062
1,121.505028,29.848258
1,105.764633,28.249521
1,109.867059,22.57266
1,130.519088,33.534056
1,136.831512,36.482545
1,138.795976,36.323726
1,137.15394,35.65612
1,117.463749,40.642346
1,132.954416,32.839446
1,132.856839,33.605345
1,136.634517,36.340957
1,118.367508,28.244078
1,130.487913,33.78178
1,135.400948,34.634989
1,128.45711,37.493567
1,121.001569,22.702274
1,132.484396,34.392906
1,135.840664,33.760292
1,132.734625,34.415778
1,120.797252,23.674525
1,131.394867,34.412858
1,129.043228,35.119683
1,135.165756,34.744312
1,108.424993,12.028548
1,98.164567,18.768936
1,121.419605,23.302891
1,138.592514,36.410301
1,115.636383,37.645463
1,85.055378,28.159566
1,127.333187,36.186922
1,121.436977,31.253228
1,102.850016,24.841864
1,97.137672,20.445456
1,140.464906,40.610633
1,104.913642,25.030895
1,105.67582,25.994197
1,91.87582,25.589701
1,138.942819,37.869102
1,108.057716,26.475494
1,110.120117,25.758375
1,96.561038,20.617544
1,100.717556,23.5115
1,85.52553,27.730059
1,133.418709,34.986667
1,119.991082,26.86998
1,106.465861,23.940607
1,126.58458,36.74124
1,127.20229,38.255392
1,83.688759,28.444628
1,138.160921,34.697603
1,133.926086,34.690492
1,131.672822,32.582176
1,121.224818,31.046463
1,130.296564,33.261583
1,96.923534,20.654399
1,91.265448,25.517847
1,127.632911,36.721025
1,110.26338,25.23814
1,94.48917,26.34572
1,128.763429,35.825678
1,89.904274,27.482576
1,136.542796,34.849541
1,114.422395,30.544577
1,103.443939,29.56907
1,77.26413,32.004974
1,121.659551,24.985369
1,100.244,26.836167
1,100.236133,25.708104
1,126.853895,36.408825
1,78.112036,30.487337
1,116.239203,40.232447
1,85.347805,28.170194
1,137.03597,35.342954
1,117.166038,36.481686
1,110.525201,29.340129
1,108.32884,34.055964
1,84.897501,28.347788
1,121.48262,24.207161
1,141.059301,38.351231
1,113.903676,27.169386
1,130.281664,33.558022
1,129.850167,32.753958
1,139.947459,35.893192
1,139.152388,35.62166
1,125.220659,38.87466
1,136.918437,37.088202
